target name	accession	query name	E-value	description of target								"AAA domain, putative AbiEii toxin, Type IV TA system"				17	
WP_121335117.1	PF04055.27	Radical_SAM	1.10E-14	Radical SAM superfamily													
WP_121335116.1	PF04055.27	Radical_SAM	2.20E-10	Radical SAM superfamily													
WP_121335115.1	PF01471.23	PG_binding_1	2.30E-11	Putative peptidoglycan binding domain													
WP_121335114.1	PF19495.4	DUF6030	8.20E-07	Family of unknown function (DUF6030)													
WP_126522711.1	PF19723.4	DUF6216	2.10E-49	Family of unknown function (DUF6216)													
WP_121378937.1	PF13683.12	rve_3	8.50E-30	Integrase core domain													
WP_196720991.1	PF13173.12	AAA_14	1.30E-05	AAA domain													
WP_225002609.1	PF05930.18	Phage_AlpA	7.70E-03	Prophage CP4-57 regulatory protein (AlpA)													
WP_049956867.1	PF11726.14	YagK_YfjJ_C	1.00E-39	YagK/YfjJ C-terminal domain													
WP_031684483.1	PF04002.20	RadC	3.50E-47	RadC-like JAB domain													
WP_031684484.1	PF07007.17	LprI	4.70E-04	Lysozyme inhibitor LprI													
WP_031684486.1	PF01381.28	HTH_3	1.40E-11	Helix-turn-helix													
WP_031684487.1	PF18897.5	Gp3-like	3.20E-46	Recombination directionality factor-like													
WP_031684488.1	PF09588.16	YqaJ	8.30E-48	YqaJ-like viral recombinase domain													
WP_031684489.1	PF06067.16	DUF932	1.70E-72	Domain of unknown function (DUF932)													
WP_061363361.1	PF06114.19	Peptidase_M78	1.50E-20	IrrE N-terminal-like domain													
WP_031684492.1	PF08378.17	NERD	1.20E-03	Nuclease-related domain													
WP_031684494.1	PF02604.25	PhdYeFM_antitox	4.70E-08	"Antitoxin Phd_YefM, type II toxin-antitoxin system"													
WP_049956868.1	PF03747.19	ADP_ribosyl_GH	1.10E-57	ADP-ribosylglycohydrolase													
WP_228778169.1	PF02646.22	RmuC	2.20E-99	RmuC family													
WP_031684503.1	PF12728.13	HTH_17	6.90E-16	Helix-turn-helix domain													
WP_031684504.1	PF08849.17	BrxA	4.50E-49	BrxA													
WP_198082239.1	PF08747.16	BrxB	4.60E-37	BREX protein BrxB													
WP_031684510.1	PF07669.17	Eco57I	1.90E-20	Eco57I restriction-modification methylase													
WP_031684511.1	PF14082.12	SduA_C	5.40E-36	"Shedu protein SduA, C-terminal"													
WP_031684514.1	PF08665.17	PglZ	8.30E-63	PglZ domain													
WP_031684515.1	PF13337.12	BrxL_ATPase	5.80E-130	"Lon-like protease BrxL-like, ATPase domain"													
WP_034017952.1	PF00589.27	Phage_integrase	2.20E-13	Phage integrase family													
WP_289393927.1	PF01442.23	Apolipoprotein	4.40E-04	Apolipoprotein A1/A4/E domain													
WP_196624409.1	PF07728.20	AAA_5	8.00E-10	AAA domain (dynein-related subfamily)													
WP_289393930.1	PF13087.12	AAA_12	8.30E-21	AAA domain													
WP_208689185.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_084358945.1	PF05930.18	Phage_AlpA	7.70E-24	Prophage CP4-57 regulatory protein (AlpA)													
WP_043176285.1	PF04055.27	Radical_SAM	5.70E-14	Radical SAM superfamily													
WP_043176283.1	PF04055.27	Radical_SAM	5.50E-11	Radical SAM superfamily													
WP_043232261.1	PF01471.23	PG_binding_1	2.50E-11	Putative peptidoglycan binding domain													
WP_043176280.1	PF19495.4	DUF6030	6.60E-07	Family of unknown function (DUF6030)													
WP_272838325.1	PF09848.15	SLFN-g3_helicase	3.00E-92	"Schlafen group 3, DNA/RNA helicase domain"													
WP_105579362.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_301408093.1	PF00271.37	Helicase_C	2.40E-06	Helicase conserved C-terminal domain													
WP_301885803.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_025991883.1	PF12128.14	DUF3584	2.20E-112	Protein of unknown function (DUF3584)													
WP_121332225.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_079389785.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_061190089.1	PF00270.35	DEAD	9.60E-24	DEAD/DEAH box helicase													
WP_061190088.1	PF13087.12	AAA_12	6.00E-20	AAA domain													
WP_079759868.1	PF07724.20	AAA_2	9.50E-44	AAA domain (Cdc48 subfamily)													
WP_342169292.1	PF12802.13	MarR_2	4.30E-04	MarR family													
WP_034068958.1	PF03483.22	B3_4	1.70E-72	B3/4 domain													
WP_034068934.1	PF13424.12	TPR_12	4.30E-03	Tetratricopeptide repeat													
WP_034068933.1	PF02223.23	Thymidylate_kin	2.00E-39	Thymidylate kinase													
WP_034068932.1	PF04055.27	Radical_SAM	2.40E-10	Radical SAM superfamily													
WP_225321575.1	PF01152.27	Bac_globin	5.40E-21	Bacterial-like globin													
WP_023096587.1	PF09848.15	SLFN-g3_helicase	6.70E-106	"Schlafen group 3, DNA/RNA helicase domain"													
WP_034069255.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_034040761.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_034073514.1	PF00145.23	DNA_methylase	1.20E-20	C-5 cytosine-specific DNA methylase													
WP_034073516.1	PF09848.15	SLFN-g3_helicase	1.10E-104	"Schlafen group 3, DNA/RNA helicase domain"													
WP_034073404.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_128708798.1	PF04851.21	ResIII	1.30E-35	"Type III restriction enzyme, res subunit"													
WP_342125843.1	PF02384.22	N6_Mtase	1.20E-46	N-6 DNA Methylase													
WP_128708800.1	PF01420.25	Methylase_S	2.60E-12	Type I restriction modification DNA specificity domain													
WP_342125844.1	PF13304.12	AAA_21	1.00E-09	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_128708802.1	PF01844.29	HNH	8.40E-04	HNH endonuclease													
WP_342125845.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_079380792.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_307753568.1	PF10593.14	Z1	9.50E-66	Z1 domain													
WP_100250167.1	PF00665.32	rve	6.00E-27	Integrase core domain													
WP_307753570.1	PF24644.1	DUF7638	5.80E-03	Domain of unknown function (DUF7638)													
WP_033990110.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_322537009.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_322537010.1	PF12128.14	DUF3584	1.00E-112	Protein of unknown function (DUF3584)													
WP_316963249.1	PF00176.29	SNF2-rel_dom	1.40E-31	SNF2-related domain													
WP_316963188.1	PF02463.25	SMC_N	3.60E-09	RecF/RecN/SMC N terminal domain													
WP_316963189.1	PF02518.31	HATPase_c	1.70E-03	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_316963190.1	PF01555.24	N6_N4_Mtase	2.00E-38	DNA methylase													
WP_316963191.1	PF04851.21	ResIII	1.50E-21	"Type III restriction enzyme, res subunit"													
WP_316963250.1	PF05930.18	Phage_AlpA	9.00E-20	Prophage CP4-57 regulatory protein (AlpA)													
WP_316963193.1	PF11726.14	YagK_YfjJ_C	1.60E-40	YagK/YfjJ C-terminal domain													
WP_296278010.1	PF04002.20	RadC	3.20E-46	RadC-like JAB domain													
WP_316963195.1	PF01381.28	HTH_3	1.40E-11	Helix-turn-helix													
WP_316963196.1	PF18897.5	Gp3-like	5.70E-47	Recombination directionality factor-like													
WP_316963197.1	PF09588.16	YqaJ	6.30E-48	YqaJ-like viral recombinase domain													
WP_065983942.1	PF06067.16	DUF932	4.30E-73	Domain of unknown function (DUF932)													
WP_083237809.1	PF05930.18	Phage_AlpA	2.20E-17	Prophage CP4-57 regulatory protein (AlpA)													
WP_316963199.1	PF13148.11	DUF3987	4.10E-82	Protein of unknown function (DUF3987)													
WP_316963201.1	PF00589.27	Phage_integrase	6.90E-20	Phage integrase family													
WP_033866997.1	PF09848.15	SLFN-g3_helicase	6.10E-105	"Schlafen group 3, DNA/RNA helicase domain"													
WP_042169143.1	PF08845.15	SymE_toxin	2.20E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_124166588.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_003160512.1	PF04851.21	ResIII	1.20E-39	"Type III restriction enzyme, res subunit"													
WP_003160511.1	PF02384.22	N6_Mtase	2.50E-56	N-6 DNA Methylase													
WP_079265929.1	PF01420.25	Methylase_S	1.20E-11	Type I restriction modification DNA specificity domain													
WP_003160509.1	PF13304.12	AAA_21	2.00E-09	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_023101851.1	PF06114.19	Peptidase_M78	8.30E-18	IrrE N-terminal-like domain													
WP_003160508.1	PF06508.19	QueC	4.70E-05	Queuosine biosynthesis protein QueC													
WP_042948496.1	PF05930.18	Phage_AlpA	2.20E-21	Prophage CP4-57 regulatory protein (AlpA)													
WP_079265928.1	PF01381.28	HTH_3	3.10E-10	Helix-turn-helix													
WP_003160503.1	PF02599.21	CsrA	7.10E-24	Global regulator protein family													
WP_240441700.1	PF06067.16	DUF932	4.50E-72	Domain of unknown function (DUF932)													
WP_272915204.1	PF05930.18	Phage_AlpA	6.40E-18	Prophage CP4-57 regulatory protein (AlpA)													
WP_023101860.1	PF11726.14	YagK_YfjJ_C	5.50E-10	YagK/YfjJ C-terminal domain													
WP_003160501.1	PF00589.27	Phage_integrase	9.50E-19	Phage integrase family													
WP_317013033.1	PF13683.12	rve_3	2.00E-31	Integrase core domain													
WP_023101865.1	PF08845.15	SymE_toxin	1.80E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_003160494.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_003160493.1	PF13353.11	Fer4_12	3.60E-23	4Fe-4S single cluster domain													
WP_317946926.1	PF13175.12	AAA_15	8.20E-11	AAA ATPase domain													
WP_272557752.1	PF12802.13	MarR_2	6.90E-04	MarR family													
WP_225321574.1	PF04055.27	Radical_SAM	2.20E-10	Radical SAM superfamily													
WP_317937852.1	PF18766.7	SWI2_SNF2	1.80E-69	SWI2/SNF2 ATPase													
WP_023085347.1	PF00266.25	Aminotran_5	1.40E-09	Aminotransferase class-V													
WP_023085345.1	PF18135.7	Type_ISP_C	8.70E-08	Type ISP C-terminal specificity domain													
WP_023085344.1	PF18135.7	Type_ISP_C	4.50E-111	Type ISP C-terminal specificity domain													
WP_023085343.1	PF00665.32	rve	4.10E-30	Integrase core domain													
WP_023085342.1	PF01527.26	HTH_Tnp_1	2.90E-15	Transposase													
WP_003127781.1	PF08765.17	Mor	6.70E-32	Mor transcription activator family													
WP_074227233.1	PF06252.17	GemA	7.00E-21	"Bacteriophage Mu, GemA protein"													
WP_174491915.1	PF20661.2	SutA-RBD	1.30E-04	SutA RNAP-binding domain													
WP_015649401.1	PF11363.13	DUF3164	6.60E-82	Protein of unknown function (DUF3164)													
WP_049237998.1	PF13401.12	AAA_22	7.00E-21	AAA domain													
WP_053090422.1	PF00665.32	rve	1.10E-07	Integrase core domain													
WP_049237995.1	PF11300.13	DUF3102	3.30E-06	Protein of unknown function (DUF3102)													
WP_019485959.1	PF09339.16	HTH_IclR	2.40E-08	IclR helix-turn-helix domain													
WP_003123750.1	PF05598.16	DUF772	2.40E-18	Transposase domain (DUF772)													
WP_015649411.1	PF13560.12	HTH_31	4.00E-03	Helix-turn-helix domain													
WP_003152187.1	PF13272.11	Holin_2-3	1.70E-18	Putative 2/3 transmembrane domain holin													
WP_010791818.1	PF01464.25	SLT	7.20E-15	Transglycosylase SLT domain													
WP_003117315.1	PF10805.13	DUF2730	5.20E-09	Protein of unknown function (DUF2730)													
WP_003117314.1	PF19110.5	DUF5797	8.50E-03	Family of unknown function (DUF5797)													
WP_003117313.1	PF11985.13	Phage_Mu_Gp27	3.60E-32	"Bacteriophage Mu, Gp27"													
WP_023118679.1	PF06074.18	Portal_Mu	3.60E-105	Portal protein of Mu bacteriophage													
WP_023081740.1	PF18810.6	PBECR2	2.50E-22	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease2													
WP_023081739.1	PF05069.18	Phage_tail_S	9.70E-33	Phage virion morphogenesis family													
WP_023118678.1	PF10123.14	Mu-like_Pro	5.10E-103	Mu-like prophage I protein													
WP_003127513.1	PF10124.15	Mu-like_gpT	7.10E-117	Mu-like prophage major head subunit gpT													
WP_173655838.1	PF17891.6	FluMu_N	3.00E-03	Mu-like prophage FluMu N-terminal domain													
WP_049238452.1	PF07030.17	Phage_Mu_Gp36	8.90E-25	"Bacteriophage Mu, Gp36"													
WP_003127511.1	PF23840.1	Phage_tail_terminator	1.90E-46	Phage tail terminator protein													
WP_023123477.1	PF23843.1	DUF7210	4.00E-24	Domain of unknown function (DUF7210)													
WP_015649428.1	PF20336.3	DUF6631	1.80E-14	Family of unknown function (DUF6631)													
WP_317939857.1	PF20155.4	TMP_3	1.20E-22	Tape measure protein													
WP_317939858.1	PF09343.15	DUF2460	3.50E-03	Conserved hypothetical protein 2217 (DUF2460)													
WP_049236963.1	PF09356.15	Phage_BR0599	8.80E-17	Phage conserved hypothetical protein BR0599													
WP_049236959.1	PF13550.12	Phage-tail_3	6.40E-03	Putative phage tail protein													
WP_049283693.1	PF10983.13	DUF2793	2.80E-05	Protein of unknown function (DUF2793)													
WP_003121473.1	PF24069.1	DUF7364	4.70E-45	Family of unknown function (DUF7364)													
WP_076938912.1	PF13087.12	AAA_12	7.80E-21	AAA domain													
WP_317939859.1	PF13353.11	Fer4_12	1.60E-24	4Fe-4S single cluster domain													
WP_324002384.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_324002387.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_319784658.1	PF00665.32	rve	2.20E-24	Integrase core domain													
WP_319784659.1	PF00717.28	Peptidase_S24	4.90E-28	Peptidase S24-like													
WP_319784660.1	PF00817.25	IMS	2.60E-34	impB/mucB/samB family													
WP_319784662.1	PF00589.27	Phage_integrase	4.40E-09	Phage integrase family													
WP_137088490.1	PF05930.18	Phage_AlpA	2.40E-18	Prophage CP4-57 regulatory protein (AlpA)													
WP_319784663.1	PF01381.28	HTH_3	4.60E-10	Helix-turn-helix													
WP_150297996.1	PF22275.1	DUF6957	3.60E-39	Domain of unknown function (DUF6957)													
WP_150297997.1	PF22275.1	DUF6957	1.20E-11	Domain of unknown function (DUF6957)													
WP_319784684.1	PF12167.14	Arm-DNA-bind_2	9.00E-17	Arm DNA-binding domain													
WP_319784666.1	PF01609.27	DDE_Tnp_1	1.30E-36	Transposase DDE domain													
WP_319784669.1	PF13280.11	WYL	1.10E-13	WYL domain													
WP_319784671.1	PF08849.17	BrxA	2.70E-21	BrxA													
WP_319784672.1	PF08747.16	BrxB	1.40E-07	BREX protein BrxB													
WP_319784674.1	PF07669.17	Eco57I	1.50E-20	Eco57I restriction-modification methylase													
WP_319784675.1	PF03235.19	GmrSD_N	1.30E-19	"GmrSD restriction endonuclease, N-terminal domain"													
WP_319784676.1	PF08665.17	PglZ	2.10E-12	PglZ domain													
WP_319784677.1	PF13337.12	BrxL_ATPase	4.30E-122	"Lon-like protease BrxL-like, ATPase domain"													
WP_319784680.1	PF08751.17	TrwC	3.40E-51	TrwC relaxase													
WP_161928865.1	PF01656.29	CbiA	2.20E-04	CobQ/CobB/MinD/ParA nucleotide binding domain													
WP_319784682.1	PF00580.27	UvrD-helicase	1.80E-20	UvrD/REP helicase N-terminal domain													
WP_330995513.1	PF13020.12	NOV_C	3.90E-18	"Protein NO VEIN, C-terminal"													
WP_330995558.1	PF13538.12	UvrD_C_2	1.90E-09	UvrD-like helicase C-terminal domain													
WP_330995559.1	PF08378.17	NERD	1.00E-08	Nuclease-related domain													
WP_225007866.1	PF00665.32	rve	2.10E-27	Integrase core domain													
WP_033953389.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_033953393.1	PF13195.11	DUF4011	2.10E-50	Protein of unknown function (DUF4011)													
WP_033953396.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_003143776.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_031673090.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_126584760.1	PF13087.12	AAA_12	9.40E-21	AAA domain													
WP_338852853.1	PF13683.12	rve_3	1.70E-30	Integrase core domain													
WP_058342826.1	PF06666.16	DUF1173	2.10E-31	Protein of unknown function (DUF1173)													
WP_338852854.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_338852855.1	PF07724.20	AAA_2	1.40E-43	AAA domain (Cdc48 subfamily)													
WP_031755799.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_338859226.1	PF00176.29	SNF2-rel_dom	1.60E-63	SNF2-related domain													
WP_339282165.1	PF07669.17	Eco57I	2.20E-17	Eco57I restriction-modification methylase													
WP_302028189.1	PF13353.11	Fer4_12	8.90E-25	4Fe-4S single cluster domain													
WP_257319039.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_257319036.1	PF08845.15	SymE_toxin	5.70E-14	"Toxin SymE, type I toxin-antitoxin system"													
WP_031655762.1	PF13589.12	HATPase_c_3	2.10E-29	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_003451881.1	PF08378.17	NERD	2.20E-09	Nuclease-related domain													
WP_023124487.1	PF00271.37	Helicase_C	4.60E-05	Helicase conserved C-terminal domain													
WP_341987917.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_034032891.1	PF14020.11	DUF4236	7.20E-15	Protein of unknown function (DUF4236)													
WP_347915151.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_252087222.1	PF12697.13	Abhydrolase_6	6.30E-07	Alpha/beta hydrolase family													
WP_125027022.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_252174597.1	PF22175.2	Ogg-HhH	1.10E-12	8-oxoguanine DNA glycosylase													
WP_369353183.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_034077315.1	PF08870.17	DndE	3.80E-16	DNA sulphur modification protein DndE													
WP_128663324.1	PF13476.12	AAA_23	1.10E-14	AAA domain													
WP_369353186.1	PF01507.25	PAPS_reduct	2.60E-12	Phosphoadenosine phosphosulfate reductase family													
WP_124169766.1	PF14072.11	DndB	1.90E-136	DNA-sulfur modification-associated													
WP_124169769.1	PF04471.18	Mrr_cat	3.20E-23	Restriction endonuclease													
WP_124169770.1	PF13020.12	NOV_C	2.30E-06	"Protein NO VEIN, C-terminal"													
WP_124169771.1	PF13649.12	Methyltransf_25	5.50E-12	Methyltransferase domain													
WP_124169773.1	PF09848.15	SLFN-g3_helicase	9.30E-106	"Schlafen group 3, DNA/RNA helicase domain"													
WP_124169774.1	PF12643.12	MazG-like	2.60E-15	MazG-like family													
WP_124169775.1	PF08845.15	SymE_toxin	9.60E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_128663327.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_121363610.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_010793098.1	PF09848.15	SLFN-g3_helicase	6.70E-106	"Schlafen group 3, DNA/RNA helicase domain"													
WP_010793110.1	PF03483.22	B3_4	1.80E-72	B3/4 domain													
WP_393137641.1	PF20628.3	Dyp_perox_C	2.90E-56	"Dyp-type peroxidase, C-terminal"													
WP_119537395.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_260551801.1	PF01548.22	DEDD_Tnp_IS110	4.30E-20	Transposase													
WP_025986861.1	PF13191.12	AAA_16	4.70E-03	AAA ATPase domain													
WP_260551802.1	PF01580.24	FtsK_SpoIIIE	6.40E-33	FtsK/SpoIIIE family													
WP_260551803.1	PF00271.37	Helicase_C	6.60E-08	Helicase conserved C-terminal domain													
WP_260551804.1	PF13589.12	HATPase_c_3	5.40E-18	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_260551806.1	PF01507.25	PAPS_reduct	1.10E-05	Phosphoadenosine phosphosulfate reductase family													
WP_260551808.1	PF13182.11	DUF4007	6.00E-91	Protein of unknown function (DUF4007)													
WP_260551809.1	PF00589.27	Phage_integrase	6.90E-13	Phage integrase family													
WP_260551810.1	PF09848.15	SLFN-g3_helicase	1.40E-105	"Schlafen group 3, DNA/RNA helicase domain"													
WP_260551811.1	PF12643.12	MazG-like	1.50E-15	MazG-like family													
WP_260551813.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_260551814.1	PF07724.20	AAA_2	4.10E-44	AAA domain (Cdc48 subfamily)													
WP_073669654.1	PF04828.21	GFA	3.60E-17	Glutathione-dependent formaldehyde-activating enzyme													
WP_400582009.1	PF07724.20	AAA_2	6.30E-44	AAA domain (Cdc48 subfamily)													
WP_400596863.1	PF00665.32	rve	2.10E-27	Integrase core domain													
WP_126680113.1	PF04542.20	Sigma70_r2	5.80E-21	Sigma-70 region 2													
WP_185870216.1	PF13589.12	HATPase_c_3	2.60E-28	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_043102497.1	PF10593.14	Z1	1.20E-85	Z1 domain													
WP_043102494.1	PF14390.12	DUF4420	4.10E-69	"Putative PD-(D/E)XK family member, (DUF4420)"													
WP_043102491.1	PF10592.14	AIPR	1.60E-88	AIPR protein													
WP_237753350.1	PF03852.21	Vsr	2.10E-25	DNA mismatch endonuclease Vsr													
WP_079382351.1	PF00145.23	DNA_methylase	1.80E-23	C-5 cytosine-specific DNA methylase													
WP_106451494.1	PF00589.27	Phage_integrase	1.10E-13	Phage integrase family													
WP_096268409.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_112303469.1	PF00665.32	rve	6.00E-23	Integrase core domain													
WP_086009751.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_348532634.1	PF13148.11	DUF3987	5.70E-59	Protein of unknown function (DUF3987)													
WP_209066200.1	PF13148.11	DUF3987	1.20E-06	Protein of unknown function (DUF3987)													
WP_126624916.1	PF01695.23	IstB_IS21	7.90E-77	IstB-like ATP binding protein													
WP_126624917.1	PF22483.2	Mu-transpos_C_2	7.90E-22	"Mu transposase, C-terminal domain"													
WP_121768439.1	PF01555.24	N6_N4_Mtase	1.00E-06	DNA methylase													
WP_209067069.1	PF01555.24	N6_N4_Mtase	5.00E-19	DNA methylase													
WP_203307870.1	PF08878.16	HamA	1.20E-32	HamA													
WP_203023644.1	PF02498.22	Bro-N	6.30E-23	"BRO family, N-terminal domain"													
WP_203023646.1	PF01610.23	DDE_Tnp_ISL3	2.50E-58	Transposase													
WP_203307871.1	PF14130.11	Cap4_nuclease	7.20E-44	"Cap4, dsDNA endonuclease domain"													
WP_203315433.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_124176298.1	PF09588.16	YqaJ	6.30E-49	YqaJ-like viral recombinase domain													
WP_124176299.1	PF18897.5	Gp3-like	1.80E-47	Recombination directionality factor-like													
WP_124176300.1	PF00270.35	DEAD	1.10E-21	DEAD/DEAH box helicase													
WP_134307612.1	PF18766.7	SWI2_SNF2	9.80E-20	SWI2/SNF2 ATPase													
WP_223717279.1	PF18475.7	PIN7	1.20E-16	PIN domain													
WP_124176303.1	PF14267.11	DUF4357	2.20E-17	Domain of unknown function (DUF4357)													
WP_034051715.1	PF01420.25	Methylase_S	4.60E-04	Type I restriction modification DNA specificity domain													
WP_079732622.1	PF02384.22	N6_Mtase	4.90E-54	N-6 DNA Methylase													
WP_034051713.1	PF12869.13	tRNA_anti-like	3.90E-14	tRNA_anti-like													
WP_216703116.1	PF13280.11	WYL	1.20E-13	WYL domain													
WP_229634864.1	PF07929.16	PRiA4_ORF3	1.90E-18	Plasmid pRiA4b ORF-3-like protein													
WP_263475779.1	PF07929.16	PRiA4_ORF3	1.20E-08	Plasmid pRiA4b ORF-3-like protein													
WP_324618311.1	PF07929.16	PRiA4_ORF3	3.60E-12	Plasmid pRiA4b ORF-3-like protein													
WP_124176307.1	PF11726.14	YagK_YfjJ_C	3.60E-41	YagK/YfjJ C-terminal domain													
WP_055320486.1	PF05930.18	Phage_AlpA	3.80E-23	Prophage CP4-57 regulatory protein (AlpA)													
WP_033884455.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_023115914.1	PF00176.29	SNF2-rel_dom	3.20E-33	SNF2-related domain													
WP_270944600.1	PF21248.3	SoFic-like_C	1.50E-35	"Protein adenylyltransferase SoFic-like, C-terminal domain"													
WP_270944602.1	PF01555.24	N6_N4_Mtase	2.70E-14	DNA methylase													
WP_023115911.1	PF04851.21	ResIII	5.10E-10	"Type III restriction enzyme, res subunit"													
WP_071534716.1	PF02604.25	PhdYeFM_antitox	1.60E-05	"Antitoxin Phd_YefM, type II toxin-antitoxin system"													
WP_023115910.1	PF01541.30	GIY-YIG	2.10E-10	GIY-YIG catalytic domain													
WP_023115908.1	PF13476.12	AAA_23	3.80E-10	AAA domain													
WP_058157968.1	PF13353.11	Fer4_12	4.20E-25	4Fe-4S single cluster domain													
WP_058157967.1	PF13087.12	AAA_12	5.50E-21	AAA domain													
WP_058158000.1	PF14464.11	Prok-JAB	5.40E-19	Prokaryotic homologs of the JAB domain													
WP_270958655.1	PF02646.22	RmuC	1.00E-99	RmuC family													
WP_058170660.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_058170658.1	PF08845.15	SymE_toxin	2.20E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_058170656.1	PF09848.15	SLFN-g3_helicase	4.10E-105	"Schlafen group 3, DNA/RNA helicase domain"													
WP_058130934.1	PF00069.31	Pkinase	9.60E-32	Protein kinase domain													
WP_218600606.1	PF02384.22	N6_Mtase	2.90E-29	N-6 DNA Methylase													
WP_058130933.1	PF00270.35	DEAD	1.00E-23	DEAD/DEAH box helicase													
WP_143178210.1	PF13365.12	Trypsin_2	6.30E-10	Trypsin-like peptidase domain													
WP_225617163.1	PF01026.27	TatD_DNase	1.70E-51	TatD related DNase													
WP_058130932.1	PF06067.16	DUF932	4.20E-73	Domain of unknown function (DUF932)													
WP_058130930.1	PF09588.16	YqaJ	3.60E-47	YqaJ-like viral recombinase domain													
WP_058130929.1	PF18897.5	Gp3-like	2.70E-44	Recombination directionality factor-like													
WP_058130928.1	PF01381.28	HTH_3	1.70E-12	Helix-turn-helix													
WP_058130927.1	PF03797.25	Autotransporter	3.70E-59	Autotransporter beta-domain													
WP_058130926.1	PF13280.11	WYL	1.50E-26	WYL domain													
WP_024128445.1	PF05930.18	Phage_AlpA	3.10E-19	Prophage CP4-57 regulatory protein (AlpA)													
WP_058168390.1	PF13424.12	TPR_12	2.80E-05	Tetratricopeptide repeat													
WP_034042017.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_086008125.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_054377876.1	PF13087.12	AAA_12	8.30E-21	AAA domain													
WP_152967097.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_031755035.1	PF18897.5	Gp3-like	4.40E-38	Recombination directionality factor-like													
WP_256824787.1	PF07669.17	Eco57I	3.70E-08	Eco57I restriction-modification methylase													
WP_121388089.1	PF13195.11	DUF4011	2.10E-50	Protein of unknown function (DUF4011)													
WP_121426538.1	PF13087.12	AAA_12	4.90E-21	AAA domain													
WP_079278103.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_042912239.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_079282653.1	PF09848.15	SLFN-g3_helicase	3.00E-92	"Schlafen group 3, DNA/RNA helicase domain"													
WP_115282915.1	PF00665.32	rve	4.80E-29	Integrase core domain													
WP_042910153.1	PF05598.16	DUF772	1.20E-26	Transposase domain (DUF772)													
WP_010466230.1	PF01609.27	DDE_Tnp_1	1.90E-37	Transposase DDE domain													
WP_043082293.1	PF02371.22	Transposase_20	9.80E-22	Transposase IS116/IS110/IS902 family													
