Accession	Start	Stop	Size
NZ_NSNC01000010.1	13453	57792	44339
NZ_NSZS01000009.1	14353	58692	44339
NZ_NSZT01000011.1	13453	57792	44339
NZ_NSZW01000011.1	13453	57792	44339
NZ_UWWR01000001.1	690832	735173	44341
NZ_UWXL01000001.1	1607945	1652286	44341
NZ_CP008871.2	6277714	6322060	44346
NZ_CP046069.1	6237106	6281452	44346
NZ_CP093020.1	6219735	6264081	44346
NZ_CP093355.1	6180112	6224458	44346
NZ_CP093357.1	6166358	6210704	44346
NZ_CP109843.1	6248467	6292813	44346
NZ_JABJXN010000017.1	13156	57502	44346
NZ_JACJGX010000016.1	13308	57654	44346
NZ_JAPKIK010000001.1	633552	677898	44346
NZ_JASMQI010000015.1	13232	57578	44346
NZ_JASMQM010000010.1	13306	57652	44346
NZ_JTPO01000016.1	13176	57522	44346
NZ_LLQG01000002.1	13395	57741	44346
NZ_NSOY01000009.1	13454	57800	44346
NZ_NSOZ01000009.1	13866	58212	44346
NZ_NSPA01000015.1	13442	57788	44346
NZ_NSPB01000008.1	13454	57800	44346
NZ_NSPC01000011.1	13454	57800	44346
NZ_NSPD01000020.1	13454	57800	44346
NZ_NSPE01000011.1	13454	57800	44346
NZ_NSPF01000009.1	13454	57800	44346
NZ_NSPG01000015.1	13454	57800	44346
NZ_NSQR01000018.1	13454	57800	44346
NZ_NSWO01000010.1	13527	57873	44346
NZ_NSZR01000010.1	13454	57800	44346
NZ_NSZU01000023.1	13452	57798	44346
NZ_NTAP01000010.1	13454	57800	44346
NZ_RWTD01000011.1	13454	57800	44346
NZ_RWTE01000010.1	13454	57800	44346
NZ_RWTF01000011.1	13454	57800	44346
NZ_RWTG01000011.1	13454	57800	44346
NZ_RWTH01000011.1	13454	57800	44346
NZ_RWTI01000010.1	13454	57800	44346
NZ_RWTJ01000010.1	13446	57792	44346
NZ_RWUI01000009.1	13527	57873	44346
NZ_RWZM01000013.1	13453	57799	44346
NZ_RXDC01000009.1	13454	57800	44346
NZ_UWVR01000001.1	3065935	3110281	44346
NZ_RWLT01000010.1	13452	57800	44348
NZ_JAECTR010000001.1	439132	483560	44428
NZ_LLNG01000002.1	13394	58954	45560
NZ_CP017353.1	2196375	2241959	45584
NZ_JAVQON010000001.1	125373	171459	46086
NZ_JAVQOP010000001.1	125373	171459	46086
NZ_JBBYAL010000001.1	125450	171536	46086
NZ_JBBYAM010000001.1	125450	171536	46086
NZ_JBBYAQ010000002.1	125450	171536	46086
NZ_CP053747.1	6439507	6485685	46178
NZ_JABJWI010000001.1	451707	497885	46178
NZ_JABJWJ010000001.1	451707	497885	46178
NZ_JAVQOO010000001.1	558323	604501	46178
NZ_JAVQPA010000001.1	558330	604508	46178
NZ_JAVQPL010000001.1	558329	604507	46178
NZ_JBBYAN010000002.1	558841	605019	46178
NZ_JBBYAP010000002.1	558741	604919	46178
NZ_JBBYAS010000002.1	558741	604919	46178
NZ_CP158570.1	6445108	6491346	46238
NZ_JAIQJS010000001.1	540981	587234	46253
NZ_JAOXGE010000001.1	540997	587250	46253
NZ_JAOXGL010000006.1	171239	217492	46253
NZ_JAOXGU010000001.1	541172	587425	46253
NZ_JAOXHD010000001.1	540997	587250	46253
NZ_JAVQQA010000002.1	230981	277497	46516
NZ_MPBQ01000001.1	3744298	3791009	46711
NZ_KI519088.1	791149	838100	46951
NZ_JTRD01000016.1	123053	170215	47162
NZ_CP129685.1	7047085	7094248	47163
NZ_LYTQ01000031.1	20993	68248	47255
NZ_AP014646.1	6282085	6329373	47288
NZ_RXFP01000101.1	7240	54565	47325
NZ_CP077991.1	1	47501	47500
NZ_RXFC01000004.1	125756	173356	47600
NZ_JAFBLL010000001.1	2612292	2660065	47773
NZ_JALKGS010000001.1	537706	585479	47773
NZ_JALKGT010000011.1	28278	76051	47773
NZ_JAIXJV010000023.1	20977	69242	48265
NZ_CP056100.1	5231383	5279709	48326
NZ_LFMO01000014.1	431766	480746	48980
NZ_LFMT01000001.1	181679	230659	48980
NZ_LFMU01000003.1	35864	84844	48980
NZ_LFMQ01000003.1	2360698	2409770	49072
NZ_LFMS01000008.1	21100	70172	49072
NZ_JACXLF010000009.1	61768	111029	49261
NZ_JASGYQ010000019.1	118606	167958	49352
NZ_JAXMQE010000005.1	92027	141494	49467
NZ_NRFB01000002.1	123189	175074	51885
NZ_NRFC01000002.1	123189	175074	51885
NZ_NRFD01000002.1	123189	175074	51885
NZ_RWOF01000004.1	274260	329067	54807
NZ_JAUKGF010000002.1	543257	599254	55997
NZ_CP029148.1	5598837	5662292	63455
NZ_PSQQ01000001.1	1743755	1807211	63456
NZ_CP104254.1	2787280	2852024	64744
